0,2014287.1315
1,2007322.0905
2,2008115.1755
3,2015325.2145
4,2012165.0755
5,2007132.1915
6,2010068.1615
7,2003014.0055
8,2007273.0640
9,2003014.0935
10,2006118.1615
11,2013017.1320
12,2004160.0515
13,2007273.2315
14,2007005.1755
15,2018033.2115
16,2003258.1700
17,2003176.1720
18,2004304.1645
19,2008270.0935
20,2009312.0830
21,2010327.2205
22,2004208.2020
23,2018310.0015
24,2016316.1935
25,2018310.0030
26,2018200.0030
27,2015183.2000
28,2008115.0755
29,2017303.1700
30,2015034.0510
31,2015325.2140
32,2017173.0740
33,2012165.1630
34,2007120.2315
35,2015124.0520
36,2007017.0405
37,2004145.1900
38,2006262.1730
39,2008347.2320
40,2017173.0215
41,2014287.2135
42,2016242.0400
43,2000260.1105
44,2008170.1940
45,2008364.2240
46,2014287.2120
47,2009202.0805
48,2006251.1750
49,2018033.0705
50,2011062.1120
51,2008115.1220
52,2015164.0430
53,2008115.0315
54,2007198.2220
55,2006262.0245
56,2018310.2035
57,2006262.0915
58,2016274.0055
59,2015164.2250
60,2007198.2340
61,2009202.0635
62,2016029.0935
63,2012165.0125
64,2010305.0425
65,2008115.0225
66,2007008.1500
67,2014358.1325
68,2007158.0110
69,2007322.1715
70,2003175.0330
71,2008112.2025
72,2008270.0910
73,2015183.0650
74,2004069.1230
75,2018310.1405
76,2017021.0815
77,2016316.1025
78,2010065.1435
79,2007008.0330
80,2007322.0925
81,2016242.1900
82,2003231.0740
83,2007158.0300
84,2007273.1005
85,2009324.1225
86,2011169.2130
87,2003231.1230
88,2017303.0915
89,2008170.1900
90,2015325.0700
91,2008347.1205
92,2017110.1940
93,2008270.2225
94,2003014.1725
95,2016316.1330
96,2016186.0715
97,2015034.1145
98,2016029.2350
99,2008347.1010
100,2007158.0935
101,2005065.1250
102,2017173.1220
103,2002135.1450
104,2016316.1845
105,2007322.1115
106,2016242.1930
107,2002280.1030
108,2001015.0320
109,2007017.0200
110,2015353.0740
111,2009176.1400
112,2005328.0815
113,2012299.0040
114,2004209.1555
115,2001162.0155
116,2004209.1720
117,2015111.1725
118,2009312.1000
119,2015335.0300
120,2009011.1335
121,2015192.1635
122,2016316.1705
123,2006143.1410
124,2007158.1630
125,2001196.0455
126,2008364.1735
127,2006143.1720
128,2002149.2005
129,2006361.0125
