filename,patch_no,inval_pixels
MOD021KM.A2000260.0000.061.2017175004738.hdf,67,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,68,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,69,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,70,19
MOD021KM.A2000260.0000.061.2017175004738.hdf,71,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,72,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,73,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,74,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,75,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,76,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,77,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,78,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,79,1
MOD021KM.A2000260.0000.061.2017175004738.hdf,80,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,81,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,82,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,83,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,84,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,85,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,86,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,87,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,88,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,89,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,90,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,91,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,92,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,93,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,94,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,95,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,96,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,97,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,98,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,99,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,100,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,101,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,102,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,103,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,104,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,105,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,106,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,107,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,108,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,109,4
MOD021KM.A2000260.0000.061.2017175004738.hdf,110,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,111,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,112,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,113,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,114,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,115,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,116,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,117,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,118,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,119,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,120,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,121,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,122,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,123,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,124,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,125,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,126,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,127,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,128,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,129,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,130,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,131,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,132,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,133,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,134,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,135,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,136,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,137,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,138,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,139,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,140,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,141,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,142,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,143,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,144,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,145,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,146,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,147,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,148,0
MOD021KM.A2000260.0000.061.2017175004738.hdf,149,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,0,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,1,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,2,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,3,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,4,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,5,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,6,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,7,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,8,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,9,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,10,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,11,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,12,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,13,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,14,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,15,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,16,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,17,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,18,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,19,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,20,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,21,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,22,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,23,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,24,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,25,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,26,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,27,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,28,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,29,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,30,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,31,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,32,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,33,3
MOD021KM.A2000260.0005.061.2017175004931.hdf,34,3
MOD021KM.A2000260.0005.061.2017175004931.hdf,35,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,36,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,37,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,38,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,39,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,40,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,41,2
MOD021KM.A2000260.0005.061.2017175004931.hdf,42,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,43,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,44,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,45,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,46,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,47,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,48,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,49,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,50,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,51,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,52,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,53,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,54,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,55,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,56,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,57,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,58,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,59,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,60,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,61,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,62,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,63,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,64,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,65,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,66,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,67,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,68,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,69,1
MOD021KM.A2000260.0005.061.2017175004931.hdf,70,1
MOD021KM.A2000260.0005.061.2017175004931.hdf,71,1
MOD021KM.A2000260.0005.061.2017175004931.hdf,72,1
MOD021KM.A2000260.0005.061.2017175004931.hdf,73,1
MOD021KM.A2000260.0005.061.2017175004931.hdf,74,1
MOD021KM.A2000260.0005.061.2017175004931.hdf,75,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,76,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,77,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,78,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,79,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,80,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,81,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,82,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,83,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,84,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,85,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,86,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,87,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,88,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,89,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,90,4
MOD021KM.A2000260.0005.061.2017175004931.hdf,91,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,92,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,93,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,94,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,95,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,96,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,97,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,98,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,99,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,100,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,101,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,102,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,103,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,104,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,105,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,106,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,107,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,108,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,109,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,110,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,111,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,112,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,113,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,114,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,115,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,116,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,117,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,118,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,119,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,120,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,121,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,122,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,123,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,124,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,125,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,126,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,127,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,128,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,129,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,130,1
MOD021KM.A2000260.0005.061.2017175004931.hdf,131,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,132,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,133,0
MOD021KM.A2000260.0005.061.2017175004931.hdf,134,0
