,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,filename,patch_no,inval_pixels
24392,24392,24392,24392,24392.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,64.0,0.0
24393,24393,24393,24393,24393.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,65.0,0.0
24394,24394,24394,24394,24394.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,66.0,0.0
24395,24395,24395,24395,24395.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,67.0,0.0
24396,24396,24396,24396,24396.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,68.0,0.0
24397,24397,24397,24397,24397.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,69.0,0.0
24398,24398,24398,24398,24398.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,70.0,0.0
24399,24399,24399,24399,24399.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,71.0,0.0
24400,24400,24400,24400,24400.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,72.0,0.0
24401,24401,24401,24401,24401.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,73.0,0.0
24402,24402,24402,24402,24402.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,74.0,0.0
24403,24403,24403,24403,24403.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,75.0,0.0
24404,24404,24404,24404,24404.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,76.0,0.0
24405,24405,24405,24405,24405.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,77.0,0.0
24406,24406,24406,24406,24406.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,78.0,0.0
24407,24407,24407,24407,24407.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,79.0,0.0
24408,24408,24408,24408,24408.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,80.0,0.0
24409,24409,24409,24409,24409.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,81.0,0.0
24410,24410,24410,24410,24410.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,82.0,0.0
24411,24411,24411,24411,24411.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,83.0,0.0
24412,24412,24412,24412,24412.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,84.0,0.0
24413,24413,24413,24413,24413.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,85.0,0.0
24414,24414,24414,24414,24414.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,86.0,0.0
24415,24415,24415,24415,24415.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,87.0,0.0
24416,24416,24416,24416,24416.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,88.0,0.0
24417,24417,24417,24417,24417.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,89.0,0.0
24418,24418,24418,24418,24418.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,90.0,0.0
24419,24419,24419,24419,24419.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,91.0,0.0
24420,24420,24420,24420,24420.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,92.0,0.0
24421,24421,24421,24421,24421.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,93.0,0.0
24422,24422,24422,24422,24422.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,94.0,0.0
24423,24423,24423,24423,24423.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,95.0,0.0
24424,24424,24424,24424,24424.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,96.0,0.0
24425,24425,24425,24425,24425.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,97.0,0.0
24426,24426,24426,24426,24426.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,98.0,0.0
24427,24427,24427,24427,24427.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,99.0,0.0
24428,24428,24428,24428,24428.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,100.0,0.0
24429,24429,24429,24429,24429.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,101.0,0.0
24430,24430,24430,24430,24430.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,102.0,0.0
24431,24431,24431,24431,24431.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,103.0,0.0
24432,24432,24432,24432,24432.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,104.0,0.0
24433,24433,24433,24433,24433.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,105.0,0.0
24434,24434,24434,24434,24434.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,106.0,0.0
24435,24435,24435,24435,24435.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,107.0,0.0
24436,24436,24436,24436,24436.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,108.0,0.0
24437,24437,24437,24437,24437.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,109.0,0.0
24438,24438,24438,24438,24438.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,110.0,2.0
24439,24439,24439,24439,24439.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,111.0,0.0
24440,24440,24440,24440,24440.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,112.0,0.0
24441,24441,24441,24441,24441.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,113.0,0.0
24442,24442,24442,24442,24442.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,114.0,0.0
24443,24443,24443,24443,24443.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,115.0,0.0
24444,24444,24444,24444,24444.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,116.0,0.0
24445,24445,24445,24445,24445.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,117.0,0.0
24446,24446,24446,24446,24446.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,118.0,1.0
24447,24447,24447,24447,24447.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,119.0,0.0
24448,24448,24448,24448,24448.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,120.0,0.0
24449,24449,24449,24449,24449.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,121.0,0.0
24450,24450,24450,24450,24450.0,MOD021KM.A2003176.1245.061.2017194143705.hdf,122.0,0.0
24451,24451,24451,24451,24451.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,0.0,0.0
24452,24452,24452,24452,24452.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,1.0,0.0
24453,24453,24453,24453,24453.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,2.0,0.0
24454,24454,24454,24454,24454.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,3.0,0.0
24455,24455,24455,24455,24455.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,4.0,0.0
24456,24456,24456,24456,24456.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,5.0,0.0
24457,24457,24457,24457,24457.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,6.0,0.0
24458,24458,24458,24458,24458.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,7.0,0.0
24459,24459,24459,24459,24459.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,8.0,0.0
24460,24460,24460,24460,24460.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,9.0,0.0
24461,24461,24461,24461,24461.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,10.0,0.0
24462,24462,24462,24462,24462.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,11.0,0.0
24463,24463,24463,24463,24463.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,12.0,0.0
24464,24464,24464,24464,24464.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,13.0,0.0
24465,24465,24465,24465,24465.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,14.0,0.0
24466,24466,24466,24466,24466.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,15.0,0.0
24467,24467,24467,24467,24467.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,16.0,0.0
24468,24468,24468,24468,24468.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,17.0,0.0
24469,24469,24469,24469,24469.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,18.0,0.0
24470,24470,24470,24470,24470.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,19.0,0.0
24471,24471,24471,24471,24471.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,20.0,0.0
24472,24472,24472,24472,24472.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,21.0,0.0
24473,24473,24473,24473,24473.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,22.0,0.0
24474,24474,24474,24474,24474.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,23.0,0.0
24475,24475,24475,24475,24475.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,24.0,0.0
24476,24476,24476,24476,24476.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,25.0,0.0
24477,24477,24477,24477,24477.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,26.0,0.0
24478,24478,24478,24478,24478.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,27.0,0.0
24479,24479,24479,24479,24479.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,28.0,0.0
24480,24480,24480,24480,24480.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,29.0,0.0
24481,24481,24481,24481,24481.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,30.0,0.0
24482,24482,24482,24482,24482.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,31.0,0.0
24483,24483,24483,24483,24483.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,32.0,0.0
24484,24484,24484,24484,24484.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,33.0,0.0
24485,24485,24485,24485,24485.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,34.0,0.0
24486,24486,24486,24486,24486.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,35.0,0.0
24487,24487,24487,24487,24487.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,36.0,0.0
24488,24488,24488,24488,24488.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,37.0,0.0
24489,24489,24489,24489,24489.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,38.0,0.0
24490,24490,24490,24490,24490.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,39.0,0.0
24491,24491,24491,24491,24491.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,40.0,0.0
24492,24492,24492,24492,24492.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,41.0,0.0
24493,24493,24493,24493,24493.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,42.0,0.0
24494,24494,24494,24494,24494.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,43.0,0.0
24495,24495,24495,24495,24495.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,44.0,0.0
24496,24496,24496,24496,24496.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,45.0,0.0
24497,24497,24497,24497,24497.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,46.0,0.0
24498,24498,24498,24498,24498.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,47.0,0.0
24499,24499,24499,24499,24499.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,48.0,0.0
24500,24500,24500,24500,24500.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,49.0,0.0
24501,24501,24501,24501,24501.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,50.0,0.0
24502,24502,24502,24502,24502.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,51.0,0.0
24503,24503,24503,24503,24503.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,52.0,0.0
24504,24504,24504,24504,24504.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,53.0,0.0
24505,24505,24505,24505,24505.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,54.0,0.0
24506,24506,24506,24506,24506.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,55.0,0.0
24507,24507,24507,24507,24507.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,56.0,0.0
24508,24508,24508,24508,24508.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,57.0,0.0
24509,24509,24509,24509,24509.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,58.0,0.0
24510,24510,24510,24510,24510.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,59.0,0.0
24511,24511,24511,24511,24511.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,60.0,0.0
24512,24512,24512,24512,24512.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,61.0,0.0
24513,24513,24513,24513,24513.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,62.0,0.0
24514,24514,24514,24514,24514.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,63.0,0.0
24515,24515,24515,24515,24515.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,64.0,0.0
24516,24516,24516,24516,24516.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,65.0,0.0
24517,24517,24517,24517,24517.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,66.0,0.0
24518,24518,24518,24518,24518.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,67.0,0.0
24519,24519,24519,24519,24519.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,68.0,0.0
24520,24520,24520,24520,24520.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,69.0,0.0
24521,24521,24521,24521,24521.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,70.0,0.0
24522,24522,24522,24522,24522.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,71.0,0.0
24523,24523,24523,24523,24523.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,72.0,0.0
24524,24524,24524,24524,24524.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,73.0,0.0
24525,24525,24525,24525,24525.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,74.0,0.0
24526,24526,24526,24526,24526.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,75.0,0.0
24527,24527,24527,24527,24527.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,76.0,0.0
24528,24528,24528,24528,24528.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,77.0,0.0
24529,24529,24529,24529,24529.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,78.0,0.0
24530,24530,24530,24530,24530.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,79.0,0.0
24531,24531,24531,24531,24531.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,80.0,40.0
24532,24532,24532,24532,24532.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,81.0,60.0
24533,24533,24533,24533,24533.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,82.0,100.0
24534,24534,24534,24534,24534.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,83.0,80.0
24535,24535,24535,24535,24535.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,84.0,60.0
24536,24536,24536,24536,24536.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,85.0,60.0
24537,24537,24537,24537,24537.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,86.0,40.0
24538,24538,24538,24538,24538.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,87.0,0.0
24539,24539,24539,24539,24539.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,88.0,0.0
24540,24540,24540,24540,24540.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,89.0,120.0
24541,24541,24541,24541,24541.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,90.0,20.0
24542,24542,24542,24542,24542.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,91.0,40.0
24543,24543,24543,24543,24543.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,92.0,120.0
24544,24544,24544,24544,24544.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,93.0,40.0
24545,24545,24545,24545,24545.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,94.0,40.0
24546,24546,24546,24546,24546.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,95.0,40.0
24547,24547,24547,24547,24547.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,96.0,20.0
24548,24548,24548,24548,24548.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,97.0,20.0
24549,24549,24549,24549,24549.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,98.0,100.0
24550,24550,24550,24550,24550.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,99.0,80.0
24551,24551,24551,24551,24551.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,100.0,0.0
24552,24552,24552,24552,24552.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,101.0,0.0
24553,24553,24553,24553,24553.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,102.0,0.0
24554,24554,24554,24554,24554.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,103.0,0.0
24555,24555,24555,24555,24555.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,104.0,0.0
24556,24556,24556,24556,24556.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,105.0,0.0
24557,24557,24557,24557,24557.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,106.0,0.0
24558,24558,24558,24558,24558.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,107.0,0.0
24559,24559,24559,24559,24559.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,108.0,0.0
24560,24560,24560,24560,24560.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,109.0,0.0
24561,24561,24561,24561,24561.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,110.0,0.0
24562,24562,24562,24562,24562.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,111.0,0.0
24563,24563,24563,24563,24563.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,112.0,0.0
24564,24564,24564,24564,24564.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,113.0,0.0
24565,24565,24565,24565,24565.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,114.0,0.0
24566,24566,24566,24566,24566.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,115.0,0.0
24567,24567,24567,24567,24567.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,116.0,0.0
24568,24568,24568,24568,24568.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,117.0,0.0
24569,24569,24569,24569,24569.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,118.0,0.0
24570,24570,24570,24570,24570.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,119.0,0.0
24571,24571,24571,24571,24571.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,120.0,0.0
24572,24572,24572,24572,24572.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,121.0,0.0
24573,24573,24573,24573,24573.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,122.0,0.0
24574,24574,24574,24574,24574.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,123.0,0.0
24575,24575,24575,24575,24575.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,124.0,0.0
24576,24576,24576,24576,24576.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,125.0,0.0
24577,24577,24577,24577,24577.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,126.0,0.0
24578,24578,24578,24578,24578.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,127.0,0.0
24579,24579,24579,24579,24579.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,128.0,20.0
24580,24580,24580,24580,24580.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,129.0,20.0
24581,24581,24581,24581,24581.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,130.0,40.0
24582,24582,24582,24582,24582.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,131.0,40.0
24583,24583,24583,24583,24583.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,132.0,80.0
24584,24584,24584,24584,24584.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,133.0,40.0
24585,24585,24585,24585,24585.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,134.0,120.0
24586,24586,24586,24586,24586.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,135.0,20.0
24587,24587,24587,24587,24587.0,MOD021KM.A2006011.2105.061.2017260225858.hdf,136.0,60.0
24588,24588,24588,24588,24588.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,0.0,0.0
24589,24589,24589,24589,24589.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,1.0,0.0
24590,24590,24590,24590,24590.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,2.0,0.0
24591,24591,24591,24591,24591.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,3.0,0.0
24592,24592,24592,24592,24592.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,4.0,0.0
24593,24593,24593,24593,24593.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,5.0,0.0
24594,24594,24594,24594,24594.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,6.0,0.0
24595,24595,24595,24595,24595.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,7.0,0.0
24596,24596,24596,24596,24596.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,8.0,0.0
24597,24597,24597,24597,24597.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,9.0,0.0
24598,24598,24598,24598,24598.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,10.0,0.0
24599,24599,24599,24599,24599.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,11.0,0.0
24600,24600,24600,24600,24600.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,12.0,0.0
24601,24601,24601,24601,24601.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,13.0,0.0
24602,24602,24602,24602,24602.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,14.0,0.0
24603,24603,24603,24603,24603.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,15.0,0.0
24604,24604,24604,24604,24604.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,16.0,0.0
24605,24605,24605,24605,24605.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,17.0,0.0
24606,24606,24606,24606,24606.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,18.0,0.0
24607,24607,24607,24607,24607.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,19.0,0.0
24608,24608,24608,24608,24608.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,20.0,0.0
24609,24609,24609,24609,24609.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,21.0,0.0
24610,24610,24610,24610,24610.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,22.0,0.0
24611,24611,24611,24611,24611.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,23.0,0.0
24612,24612,24612,24612,24612.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,24.0,0.0
24613,24613,24613,24613,24613.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,25.0,0.0
24614,24614,24614,24614,24614.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,26.0,9.0
24615,24615,24615,24615,24615.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,27.0,0.0
24616,24616,24616,24616,24616.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,28.0,0.0
24617,24617,24617,24617,24617.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,29.0,0.0
24618,24618,24618,24618,24618.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,30.0,0.0
24619,24619,24619,24619,24619.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,31.0,0.0
24620,24620,24620,24620,24620.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,32.0,0.0
24621,24621,24621,24621,24621.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,33.0,0.0
24622,24622,24622,24622,24622.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,34.0,0.0
24623,24623,24623,24623,24623.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,35.0,0.0
24624,24624,24624,24624,24624.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,36.0,7.0
24625,24625,24625,24625,24625.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,37.0,0.0
24626,24626,24626,24626,24626.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,38.0,0.0
24627,24627,24627,24627,24627.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,39.0,0.0
24628,24628,24628,24628,24628.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,40.0,0.0
24629,24629,24629,24629,24629.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,41.0,0.0
24630,24630,24630,24630,24630.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,42.0,0.0
24631,24631,24631,24631,24631.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,43.0,0.0
24632,24632,24632,24632,24632.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,44.0,0.0
24633,24633,24633,24633,24633.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,45.0,0.0
24634,24634,24634,24634,24634.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,46.0,13.0
24635,24635,24635,24635,24635.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,47.0,0.0
24636,24636,24636,24636,24636.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,48.0,0.0
24637,24637,24637,24637,24637.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,49.0,0.0
24638,24638,24638,24638,24638.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,50.0,0.0
24639,24639,24639,24639,24639.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,51.0,0.0
24640,24640,24640,24640,24640.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,52.0,0.0
24641,24641,24641,24641,24641.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,53.0,0.0
24642,24642,24642,24642,24642.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,54.0,0.0
24643,24643,24643,24643,24643.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,55.0,0.0
24644,24644,24644,24644,24644.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,56.0,0.0
24645,24645,24645,24645,24645.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,57.0,0.0
24646,24646,24646,24646,24646.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,58.0,0.0
24647,24647,24647,24647,24647.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,59.0,0.0
24648,24648,24648,24648,24648.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,60.0,0.0
24649,24649,24649,24649,24649.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,61.0,0.0
24650,24650,24650,24650,24650.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,62.0,0.0
24651,24651,24651,24651,24651.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,63.0,0.0
24652,24652,24652,24652,24652.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,64.0,0.0
24653,24653,24653,24653,24653.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,65.0,0.0
24654,24654,24654,24654,24654.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,66.0,0.0
24655,24655,24655,24655,24655.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,67.0,0.0
24656,24656,24656,24656,24656.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,68.0,0.0
24657,24657,24657,24657,24657.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,69.0,0.0
24658,24658,24658,24658,24658.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,70.0,0.0
24659,24659,24659,24659,24659.0,MOD021KM.A2000260.0455.061.2017175005230.hdf,71.0,0.0
