filename,patch_no,inval_pixels,fraction_invalid
MOD021KM.A2015183.2010.061.2017321045250.hdf,30,1,1.0162291800046747e-05
MOD021KM.A2015186.0210.061.2017321051810.hdf,94,4,4.064916720018699e-05
MOD021KM.A2007322.1620.061.2017250004410.hdf,0,1664,0.016910053555277787
MOD021KM.A2015183.0215.061.2017321055923.hdf,92,1,1.0162291800046747e-05
MOD021KM.A2008364.0910.061.2017257111441.hdf,112,20,0.00020324583600093494
MOD021KM.A2010327.0915.061.2017256151700.hdf,1,20,0.00020324583600093494
MOD021KM.A2016134.0600.061.2017326014108.hdf,56,1,1.0162291800046747e-05
MOD021KM.A2011327.1315.061.2017328022415.hdf,7,1,1.0162291800046747e-05
MOD021KM.A2014204.1045.061.2017313153017.hdf,47,1,1.0162291800046747e-05
MOD021KM.A2010333.0025.061.2017256162300.hdf,3,20,0.00020324583600093494
MOD021KM.A2014124.2105.061.2017311080004.hdf,31,2,2.0324583600093494e-05
MOD021KM.A2014358.1300.061.2017317044435.hdf,5,18,0.00018292125240084144
MOD021KM.A2011062.0830.061.2017321070016.hdf,15,1,1.0162291800046747e-05
MOD021KM.A2005253.0830.061.2017187191452.hdf,48,30,0.0003048687540014024
MOD021KM.A2013284.2130.061.2017304061109.hdf,7,193,0.001961322317409022
MOD021KM.A2003258.0855.061.2017195070228.hdf,44,5,5.0811459000233734e-05
MOD021KM.A2016134.1545.061.2017326013732.hdf,43,1,1.0162291800046747e-05
MOD021KM.A2005305.1915.061.2017191005425.hdf,36,1,1.0162291800046747e-05
MOD021KM.A2011203.0245.061.2017325065804.hdf,84,79,0.000802821052203693
MOD021KM.A2006251.2135.061.2017196001933.hdf,0,1664,0.016910053555277787
MOD021KM.A2015164.1315.061.2017320223120.hdf,15,1,1.0162291800046747e-05
MOD021KM.A2014204.0100.061.2017313153326.hdf,118,105,0.0010670406390049085
MOD021KM.A2014124.1730.061.2017311080510.hdf,3,12,0.00012194750160056096
MOD021KM.A2006262.1405.061.2017196025025.hdf,0,1664,0.016910053555277787
MOD021KM.A2014070.1840.061.2017309063622.hdf,15,20,0.00020324583600093494
MOD021KM.A2006262.0800.061.2017196025044.hdf,0,1664,0.016910053555277787
MOD021KM.A2014298.0130.061.2017314195956.hdf,0,2,2.0324583600093494e-05
MOD021KM.A2011062.0320.061.2017321061316.hdf,107,1,1.0162291800046747e-05
MOD021KM.A2016134.0735.061.2017326013351.hdf,33,3,3.048687540014024e-05
MOD021KM.A2013284.0945.061.2017304061133.hdf,61,2,2.0324583600093494e-05
MOD021KM.A2004209.0755.061.2017201234403.hdf,0,60,0.0006097375080028048
MOD021KM.A2015124.0525.061.2017320080431.hdf,13,7,7.113604260032723e-05
MOD021KM.A2015183.0710.061.2017321060056.hdf,0,40,0.0004064916720018699
MOD021KM.A2012139.2045.061.2017333072815.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2009202.0140.061.2017303184557.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2015175.0300.061.2017320232826.hdf,2,11,0.00011178520980051422
MOD021KM.A2007322.2220.061.2017250004202.hdf,0,1664,0.016910053555277787
MOD021KM.A2013182.1400.061.2017299074457.hdf,47,1,1.0162291800046747e-05
MOD021KM.A2014298.0105.061.2017314200204.hdf,81,3,3.048687540014024e-05
MOD021KM.A2015175.0420.061.2017320232904.hdf,9,1,1.0162291800046747e-05
MOD021KM.A2008112.0020.061.2017255221156.hdf,0,1664,0.016910053555277787
MOD021KM.A2010223.1910.061.2017255163009.hdf,1,60,0.0006097375080028048
MOD021KM.A2012290.0930.061.2017339015505.hdf,3,20,0.00020324583600093494
MOD021KM.A2003231.0720.061.2017195085547.hdf,109,3,3.048687540014024e-05
MOD021KM.A2015186.2340.061.2017321051612.hdf,8,2,2.0324583600093494e-05
MOD021KM.A2015124.2350.061.2017320075324.hdf,41,2,2.0324583600093494e-05
MOD021KM.A2010223.1745.061.2017255162217.hdf,33,1,1.0162291800046747e-05
MOD021KM.A2015164.2305.061.2017320223103.hdf,2,18,0.00018292125240084144
MOD021KM.A2013284.1445.061.2017304061132.hdf,10,20,0.00020324583600093494
MOD021KM.A2015204.0720.061.2017321183011.hdf,27,2,2.0324583600093494e-05
MOD021KM.A2014306.2000.061.2017314192653.hdf,16,20,0.00020324583600093494
MOD021KM.A2010084.1625.061.2017253160045.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2013182.0820.061.2017299074330.hdf,0,159,0.0016158043962074327
MOD021KM.A2010333.1445.061.2017256162311.hdf,3,1,1.0162291800046747e-05
MOD021KM.A2011062.2130.061.2017321065803.hdf,9,1,1.0162291800046747e-05
MOD021KM.A2015186.1415.061.2017321050344.hdf,101,8,8.129833440037398e-05
MOD021KM.A2015183.0525.061.2017321055901.hdf,40,5,5.0811459000233734e-05
MOD021KM.A2015124.1045.061.2017320080423.hdf,20,2,2.0324583600093494e-05
MOD021KM.A2006262.1115.061.2017196025927.hdf,0,1664,0.016910053555277787
MOD021KM.A2015183.2255.061.2017321060050.hdf,0,2,2.0324583600093494e-05
MOD021KM.A2011302.1320.061.2017327062357.hdf,64,1,1.0162291800046747e-05
MOD021KM.A2015034.0135.061.2017318222805.hdf,27,1,1.0162291800046747e-05
MOD021KM.A2010223.0105.061.2017255161701.hdf,60,1,1.0162291800046747e-05
MOD021KM.A2008347.1850.061.2017257095943.hdf,2,20,0.00020324583600093494
MOD021KM.A2011203.0600.061.2017325065426.hdf,52,1,1.0162291800046747e-05
MOD021KM.A2015192.0700.061.2017321064407.hdf,4,5,5.0811459000233734e-05
MOD021KM.A2010327.1650.061.2017256151757.hdf,96,1,1.0162291800046747e-05
MOD021KM.A2012139.1050.061.2017333072211.hdf,81,1,1.0162291800046747e-05
MOD021KM.A2015183.0955.061.2017321055952.hdf,16,2,2.0324583600093494e-05
MOD021KM.A2009176.2055.061.2017299190751.hdf,27,1,1.0162291800046747e-05
MOD021KM.A2011100.0235.061.2017322200009.hdf,50,2,2.0324583600093494e-05
MOD021KM.A2014298.1800.061.2017314195008.hdf,20,20,0.00020324583600093494
MOD021KM.A2010305.1430.061.2017256103919.hdf,1,23,0.00023373271140107518
MOD021KM.A2015124.0350.061.2017320080735.hdf,61,1,1.0162291800046747e-05
MOD021KM.A2009176.1715.061.2017299190549.hdf,0,20,0.00020324583600093494
MOD021KM.A2014070.0150.061.2017309055045.hdf,6,55,0.000558926049002571
MOD021KM.A2013182.2330.061.2017299073518.hdf,13,8,8.129833440037398e-05
MOD021KM.A2015192.1640.061.2017321064730.hdf,10,91,0.0009247685538042539
MOD021KM.A2012290.1855.061.2017339015557.hdf,78,7680,0.07804640102435902
MOD021KM.A2009176.1345.061.2017299190406.hdf,59,40,0.0004064916720018699
MOD021KM.A2014204.1040.061.2017313153021.hdf,26,1,1.0162291800046747e-05
MOD021KM.A2008270.1235.061.2017257070306.hdf,41,20,0.00020324583600093494
MOD021KM.A2010333.1455.061.2017256162344.hdf,5,240,0.0024389500320112193
MOD021KM.A2010363.0000.061.2017256223631.hdf,83,12,0.00012194750160056096
MOD021KM.A2011203.2045.061.2017325071203.hdf,1,20,0.00020324583600093494
MOD021KM.A2014298.1735.061.2017314195235.hdf,120,1,1.0162291800046747e-05
MOD021KM.A2014070.1015.061.2017309053820.hdf,2,40,0.0004064916720018699
MOD021KM.A2013017.0025.061.2017294142012.hdf,76,18,0.00018292125240084144
MOD021KM.A2008112.1020.061.2017255220252.hdf,0,1664,0.016910053555277787
MOD021KM.A2008112.0230.061.2017255220223.hdf,0,1664,0.016910053555277787
MOD021KM.A2015175.0625.061.2017320233406.hdf,23,1,1.0162291800046747e-05
MOD021KM.A2016134.1010.061.2017326013317.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2003231.2030.061.2017195090447.hdf,0,20,0.00020324583600093494
MOD021KM.A2014204.1425.061.2017313152405.hdf,44,3,3.048687540014024e-05
MOD021KM.A2015204.0210.061.2017321182843.hdf,107,109,0.0011076898062050953
MOD021KM.A2005305.0605.061.2017191005728.hdf,110,1,1.0162291800046747e-05
MOD021KM.A2012165.1130.061.2017334033926.hdf,119,2,2.0324583600093494e-05
MOD021KM.A2015186.0355.061.2017321050558.hdf,34,3,3.048687540014024e-05
MOD021KM.A2003258.0205.061.2017195065451.hdf,40,14,0.00014227208520065446
MOD021KM.A2010084.0510.061.2017253160232.hdf,18,1,1.0162291800046747e-05
MOD021KM.A2015186.2330.061.2017321051838.hdf,29,1,1.0162291800046747e-05
MOD021KM.A2008112.0050.061.2017255215908.hdf,0,1664,0.016910053555277787
MOD021KM.A2008270.0910.061.2017257070121.hdf,50,52,0.0005284391736024308
MOD021KM.A2016134.0850.061.2017326013123.hdf,125,2,2.0324583600093494e-05
MOD021KM.A2016134.0830.061.2017326013904.hdf,0,108,0.0010975275144050486
MOD021KM.A2013017.1700.061.2017294142406.hdf,28,1,1.0162291800046747e-05
MOD021KM.A2012165.1120.061.2017334033950.hdf,79,1,1.0162291800046747e-05
MOD021KM.A2015204.1520.061.2017321182424.hdf,18,4,4.064916720018699e-05
MOD021KM.A2015034.0845.061.2017318224116.hdf,32,1,1.0162291800046747e-05
MOD021KM.A2012290.0550.061.2017339014222.hdf,15,30,0.0003048687540014024
MOD021KM.A2008112.0910.061.2017255220624.hdf,0,1664,0.016910053555277787
MOD021KM.A2013284.0935.061.2017304061314.hdf,46,1,1.0162291800046747e-05
MOD021KM.A2011062.0840.061.2017321064809.hdf,97,20,0.00020324583600093494
MOD021KM.A2015175.0055.061.2017320233040.hdf,1,40,0.0004064916720018699
MOD021KM.A2007158.2050.061.2017248163551.hdf,0,1664,0.016910053555277787
MOD021KM.A2006262.1715.061.2017196025033.hdf,0,1664,0.016910053555277787
MOD021KM.A2007198.0055.061.2017250194039.hdf,0,1664,0.016910053555277787
MOD021KM.A2012165.1915.061.2017334040540.hdf,0,40,0.0004064916720018699
MOD021KM.A2007322.2350.061.2017250004412.hdf,0,1536,0.015609280204871803
MOD021KM.A2015192.2010.061.2017321064753.hdf,27,1,1.0162291800046747e-05
MOD021KM.A2015111.1410.061.2017320035817.hdf,122,20,0.00020324583600093494
MOD021KM.A2014204.2025.061.2017313152640.hdf,0,370,0.0037600479660172964
MOD021KM.A2012290.0435.061.2017339014050.hdf,0,20,0.00020324583600093494
MOD021KM.A2011169.0910.061.2017323220358.hdf,0,78,0.0007926587604036462
MOD021KM.A2015111.0605.061.2017320040912.hdf,3,14254,0.14485330731786633
MOD021KM.A2011097.1850.061.2017322195217.hdf,70,1,1.0162291800046747e-05
MOD021KM.A2008270.2050.061.2017257070356.hdf,89,40,0.0004064916720018699
MOD021KM.A2015111.0805.061.2017320041933.hdf,73,16,0.00016259666880074795
MOD021KM.A2010069.1215.061.2017254124131.hdf,94,34,0.0003455179212015894
MOD021KM.A2012290.1735.061.2017339015358.hdf,90,20,0.00020324583600093494
MOD021KM.A2006262.1725.061.2017196024807.hdf,0,1664,0.016910053555277787
MOD021KM.A2008347.1525.061.2017257100226.hdf,6,46,0.00046746542280215036
MOD021KM.A2012139.1530.061.2017333071756.hdf,34,27,0.00027438187860126214
MOD021KM.A2014204.1910.061.2017313152423.hdf,46,9,9.146062620042072e-05
MOD021KM.A2011169.0105.061.2017323214116.hdf,103,12,0.00012194750160056096
MOD021KM.A2014358.0650.061.2017317044115.hdf,17,1,1.0162291800046747e-05
MOD021KM.A2013017.0840.061.2017294141611.hdf,65,13,0.0001321097934006077
MOD021KM.A2016134.0210.061.2017326013141.hdf,85,9,9.146062620042072e-05
MOD021KM.A2007158.0235.061.2017246073248.hdf,0,1664,0.016910053555277787
MOD021KM.A2007132.2355.061.2017246055404.hdf,0,1664,0.016910053555277787
MOD021KM.A2016274.2355.061.2017327225654.hdf,20,40,0.0004064916720018699
MOD021KM.A2015183.0805.061.2017321060003.hdf,0,29,0.00029470646220135563
MOD021KM.A2012290.1205.061.2017339020046.hdf,22,1,1.0162291800046747e-05
MOD021KM.A2016134.0840.061.2017326013335.hdf,34,1,1.0162291800046747e-05
MOD021KM.A2016134.0420.061.2017326013342.hdf,1,1,1.0162291800046747e-05
MOD021KM.A2010327.0710.061.2017256151205.hdf,47,1,1.0162291800046747e-05
MOD021KM.A2012299.0225.061.2017339085214.hdf,65,33,0.0003353556294015426
MOD021KM.A2011097.0700.061.2017322195722.hdf,56,4,4.064916720018699e-05
MOD021KM.A2015192.1255.061.2017321064618.hdf,0,3,3.048687540014024e-05
MOD021KM.A2010305.0105.061.2017256103457.hdf,92,1,1.0162291800046747e-05
MOD021KM.A2008112.0840.061.2017255220944.hdf,0,1664,0.016910053555277787
MOD021KM.A2010305.1130.061.2017256104726.hdf,0,20,0.00020324583600093494
MOD021KM.A2011062.1325.061.2017321065659.hdf,87,20,0.00020324583600093494
MOD021KM.A2011169.0145.061.2017323214607.hdf,60,1,1.0162291800046747e-05
MOD021KM.A2012139.0350.061.2017333071359.hdf,61,19,0.0001930835442008882
MOD021KM.A2012165.1935.061.2017334040723.hdf,23,1,1.0162291800046747e-05
MOD021KM.A2011302.0140.061.2017327061851.hdf,35,1,1.0162291800046747e-05
MOD021KM.A2015186.1055.061.2017321051528.hdf,16,1,1.0162291800046747e-05
MOD021KM.A2008270.1535.061.2017257070222.hdf,19,60,0.0006097375080028048
MOD021KM.A2015175.0930.061.2017320232832.hdf,2,1,1.0162291800046747e-05
MOD021KM.A2013182.1545.061.2017299074337.hdf,110,2,2.0324583600093494e-05
MOD021KM.A2014124.1430.061.2017311075237.hdf,39,2,2.0324583600093494e-05
MOD021KM.A2014204.1225.061.2017313153000.hdf,35,1,1.0162291800046747e-05
MOD021KM.A2016134.0900.061.2017326013222.hdf,2,3,3.048687540014024e-05
MOD021KM.A2007158.0555.061.2017248163455.hdf,0,1536,0.015609280204871803
MOD021KM.A2015183.1640.061.2017321045440.hdf,61,2,2.0324583600093494e-05
MOD021KM.A2015204.1220.061.2017321182218.hdf,97,20,0.00020324583600093494
MOD021KM.A2010327.1215.061.2017256151611.hdf,71,2,2.0324583600093494e-05
MOD021KM.A2014306.1015.061.2017314194116.hdf,44,1,1.0162291800046747e-05
MOD021KM.A2004208.2135.061.2017202005715.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2016134.1415.061.2017326014150.hdf,5,20,0.00020324583600093494
MOD021KM.A2015186.1730.061.2017321051547.hdf,1,2,2.0324583600093494e-05
MOD021KM.A2009176.2045.061.2017299190802.hdf,3,1,1.0162291800046747e-05
MOD021KM.A2016134.0105.061.2017326013840.hdf,2,1,1.0162291800046747e-05
MOD021KM.A2011169.0300.061.2017323213930.hdf,36,1,1.0162291800046747e-05
MOD021KM.A2015192.0300.061.2017321064025.hdf,7,1,1.0162291800046747e-05
MOD021KM.A2011062.0945.061.2017321065032.hdf,44,20,0.00020324583600093494
MOD021KM.A2015192.1650.061.2017321064736.hdf,19,1,1.0162291800046747e-05
MOD021KM.A2011097.1700.061.2017322195429.hdf,22,1,1.0162291800046747e-05
MOD021KM.A2011327.0820.061.2017328022347.hdf,8,1,1.0162291800046747e-05
MOD021KM.A2014124.0915.061.2017311090427.hdf,115,20,0.00020324583600093494
MOD021KM.A2010084.0455.061.2017253160025.hdf,1,5,5.0811459000233734e-05
MOD021KM.A2015034.0935.061.2017318223334.hdf,0,68,0.0006910358424031788
MOD021KM.A2007132.2045.061.2017246055244.hdf,0,1664,0.016910053555277787
MOD021KM.A2009176.1240.061.2017299190603.hdf,72,20,0.00020324583600093494
MOD021KM.A2003231.2040.061.2017195090435.hdf,45,6,6.097375080028048e-05
MOD021KM.A2014204.1540.061.2017313153006.hdf,32,1,1.0162291800046747e-05
MOD021KM.A2011062.0145.061.2017321065311.hdf,123,1,1.0162291800046747e-05
MOD021KM.A2015124.1825.061.2017320080349.hdf,0,32,0.0003251933376014959
MOD021KM.A2016316.0010.061.2017328140858.hdf,72,441,0.004481570683820615
MOD021KM.A2015124.1210.061.2017320080212.hdf,3,3,3.048687540014024e-05
MOD021KM.A2007158.0305.061.2017246072636.hdf,0,1664,0.016910053555277787
MOD021KM.A2010305.0755.061.2017256103752.hdf,1,3,3.048687540014024e-05
MOD021KM.A2011097.0020.061.2017322195525.hdf,0,20,0.00020324583600093494
MOD021KM.A2016134.0235.061.2017326013141.hdf,92,1,1.0162291800046747e-05
MOD021KM.A2012165.1420.061.2017334034129.hdf,52,1,1.0162291800046747e-05
MOD021KM.A2010069.1220.061.2017254124039.hdf,23,35,0.0003556802130016361
MOD021KM.A2007132.2335.061.2017246055536.hdf,0,1664,0.016910053555277787
MOD021KM.A2014298.1115.061.2017314194809.hdf,3,1,1.0162291800046747e-05
MOD021KM.A2014070.1500.061.2017309060902.hdf,7,6,6.097375080028048e-05
MOD021KM.A2014306.2025.061.2017314193404.hdf,24,2,2.0324583600093494e-05
MOD021KM.A2011097.1525.061.2017322195513.hdf,82,3,3.048687540014024e-05
MOD021KM.A2015164.0500.061.2017320223136.hdf,82,1,1.0162291800046747e-05
MOD021KM.A2014070.0700.061.2017309054646.hdf,64,20,0.00020324583600093494
MOD021KM.A2005305.1440.061.2017191005255.hdf,1,3,3.048687540014024e-05
MOD021KM.A2013182.1830.061.2017299074513.hdf,7,50,0.0005081145900023373
MOD021KM.A2005253.1325.061.2017187192802.hdf,17,1,1.0162291800046747e-05
MOD021KM.A2012165.1605.061.2017334040512.hdf,27,1,1.0162291800046747e-05
MOD021KM.A2011203.2210.061.2017325070142.hdf,1,7,7.113604260032723e-05
MOD021KM.A2007158.0250.061.2017246072628.hdf,0,1664,0.016910053555277787
MOD021KM.A2013017.1535.061.2017294143213.hdf,68,20,0.00020324583600093494
MOD021KM.A2011060.1840.061.2017321054950.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2015164.1755.061.2017320223106.hdf,8,1,1.0162291800046747e-05
MOD021KM.A2004208.2330.061.2017202005506.hdf,103,1,1.0162291800046747e-05
MOD021KM.A2016134.1235.061.2017326013853.hdf,86,1,1.0162291800046747e-05
MOD021KM.A2006262.0310.061.2017196025829.hdf,0,1664,0.016910053555277787
MOD021KM.A2008270.1420.061.2017257040518.hdf,12,1,1.0162291800046747e-05
MOD021KM.A2005305.0110.061.2017191004627.hdf,11,1,1.0162291800046747e-05
MOD021KM.A2015192.2250.061.2017321065657.hdf,5,12,0.00012194750160056096
MOD021KM.A2007158.0625.061.2017246072506.hdf,0,1664,0.016910053555277787
MOD021KM.A2013017.0005.061.2017294142016.hdf,76,2,2.0324583600093494e-05
MOD021KM.A2014287.2305.061.2017316175012.hdf,68,1,1.0162291800046747e-05
MOD021KM.A2015111.1300.061.2017320040611.hdf,137,1,1.0162291800046747e-05
MOD021KM.A2011062.1820.061.2017321065238.hdf,29,1,1.0162291800046747e-05
MOD021KM.A2015183.0130.061.2017321055914.hdf,1,1,1.0162291800046747e-05
MOD021KM.A2005305.0125.061.2017191004645.hdf,30,2,2.0324583600093494e-05
MOD021KM.A2011062.2150.061.2017321065814.hdf,20,16,0.00016259666880074795
MOD021KM.A2011100.1800.061.2017322200430.hdf,0,40,0.0004064916720018699
MOD021KM.A2014070.2145.061.2017309055636.hdf,41,1,1.0162291800046747e-05
MOD021KM.A2011302.0830.061.2017327062014.hdf,2,24,0.00024389500320112193
MOD021KM.A2010223.0930.061.2017255161844.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2014124.1255.061.2017311075455.hdf,11,1,1.0162291800046747e-05
MOD021KM.A2015111.1735.061.2017320040549.hdf,23,4717,0.0479355304208205
MOD021KM.A2015175.0800.061.2017320233428.hdf,24,18,0.00018292125240084144
MOD021KM.A2010305.2100.061.2017256104342.hdf,40,22,0.00022357041960102843
MOD021KM.A2012290.1730.061.2017339015204.hdf,20,40,0.0004064916720018699
MOD021KM.A2014358.0700.061.2017317044630.hdf,102,1,1.0162291800046747e-05
MOD021KM.A2011100.0940.061.2017322200237.hdf,0,20,0.00020324583600093494
MOD021KM.A2014204.2240.061.2017313152001.hdf,73,1,1.0162291800046747e-05
MOD021KM.A2014298.1620.061.2017314195232.hdf,1,2,2.0324583600093494e-05
MOD021KM.A2010363.2340.061.2017256225009.hdf,25,20,0.00020324583600093494
MOD021KM.A2006262.0420.061.2017196025127.hdf,0,1664,0.016910053555277787
MOD021KM.A2013017.0030.061.2017294142221.hdf,12,5,5.0811459000233734e-05
MOD021KM.A2014306.1005.061.2017314193123.hdf,1,1,1.0162291800046747e-05
MOD021KM.A2014204.1930.061.2017313152253.hdf,1,20,0.00020324583600093494
MOD021KM.A2007322.1555.061.2017250003746.hdf,0,1664,0.016910053555277787
MOD021KM.A2013182.1020.061.2017299073406.hdf,0,20,0.00020324583600093494
MOD021KM.A2015192.1000.061.2017321064533.hdf,5,183,0.0018596993994085547
MOD021KM.A2015175.1230.061.2017320232923.hdf,0,20,0.00020324583600093494
MOD021KM.A2007322.2115.061.2017250005112.hdf,0,1664,0.016910053555277787
MOD021KM.A2012290.0230.061.2017339013848.hdf,44,27,0.00027438187860126214
MOD021KM.A2014124.1055.061.2017311075731.hdf,19,3,3.048687540014024e-05
MOD021KM.A2012165.1055.061.2017334033900.hdf,112,1,1.0162291800046747e-05
MOD021KM.A2008347.1020.061.2017257095834.hdf,9,1,1.0162291800046747e-05
MOD021KM.A2015164.0555.061.2017320223606.hdf,0,212,0.0021544058616099105
MOD021KM.A2011060.2020.061.2017321060146.hdf,2,32,0.0003251933376014959
MOD021KM.A2015124.1535.061.2017320080045.hdf,131,1,1.0162291800046747e-05
MOD021KM.A2015183.2200.061.2017321045743.hdf,102,1,1.0162291800046747e-05
MOD021KM.A2011060.0345.061.2017321055909.hdf,25,4,4.064916720018699e-05
MOD021KM.A2014306.1410.061.2017314194316.hdf,0,20,0.00020324583600093494
MOD021KM.A2011302.2305.061.2017327062804.hdf,22,20,0.00020324583600093494
MOD021KM.A2017223.1405.061.2017316201912.hdf,3,2,2.0324583600093494e-05
MOD021KM.A2015164.2045.061.2017320224755.hdf,12,1,1.0162291800046747e-05
MOD021KM.A2014204.0445.061.2017313153540.hdf,71,1,1.0162291800046747e-05
MOD021KM.A2009176.0750.061.2017299190309.hdf,90,3,3.048687540014024e-05
MOD021KM.A2014070.1005.061.2017309053820.hdf,72,20,0.00020324583600093494
MOD021KM.A2015192.1955.061.2017321064751.hdf,10,2,2.0324583600093494e-05
MOD021KM.A2012290.0240.061.2017339014605.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2013017.2010.061.2017294141258.hdf,108,149,0.0015141814782069652
MOD021KM.A2003258.1700.061.2017195070009.hdf,50,9010,0.09156224911842119
MOD021KM.A2012165.2305.061.2017334034708.hdf,1,1,1.0162291800046747e-05
MOD021KM.A2015034.0945.061.2017318222859.hdf,34,1,1.0162291800046747e-05
MOD021KM.A2003258.1035.061.2017195071027.hdf,77,21,0.00021340812780098168
MOD021KM.A2015183.0830.061.2017321055914.hdf,0,342,0.003475503795615987
MOD021KM.A2015034.2140.061.2017318222959.hdf,1,20,0.00020324583600093494
MOD021KM.A2013182.1530.061.2017299074058.hdf,13,1,1.0162291800046747e-05
MOD021KM.A2014306.0650.061.2017314193614.hdf,1,1,1.0162291800046747e-05
MOD021KM.A2007158.0925.061.2017248164705.hdf,0,1664,0.016910053555277787
MOD021KM.A2010305.2050.061.2017256104339.hdf,26,1,1.0162291800046747e-05
MOD021KM.A2011066.1605.061.2017321103238.hdf,69,1,1.0162291800046747e-05
MOD021KM.A2015192.0500.061.2017321064303.hdf,116,8,8.129833440037398e-05
MOD021KM.A2011060.1650.061.2017321060818.hdf,7,9,9.146062620042072e-05
MOD021KM.A2015175.1850.061.2017320233819.hdf,1,2,2.0324583600093494e-05
MOD021KM.A2011066.1450.061.2017321103116.hdf,110,20,0.00020324583600093494
MOD021KM.A2014287.2105.061.2017316175306.hdf,0,40,0.0004064916720018699
MOD021KM.A2012139.1900.061.2017333071940.hdf,49,1,1.0162291800046747e-05
MOD021KM.A2011062.0825.061.2017321060924.hdf,2,2,2.0324583600093494e-05
MOD021KM.A2008112.0035.061.2017255221356.hdf,0,1664,0.016910053555277787
MOD021KM.A2011327.1620.061.2017328022756.hdf,101,1,1.0162291800046747e-05
MOD021KM.A2003231.1415.061.2017195090000.hdf,121,6,6.097375080028048e-05
MOD021KM.A2013182.1840.061.2017299073941.hdf,6,2,2.0324583600093494e-05
MOD021KM.A2015183.1135.061.2017321060016.hdf,5,1,1.0162291800046747e-05
MOD021KM.A2011066.1440.061.2017321102856.hdf,20,3,3.048687540014024e-05
MOD021KM.A2015111.1555.061.2017320040356.hdf,31,4,4.064916720018699e-05
MOD021KM.A2010084.0125.061.2017253160234.hdf,61,1,1.0162291800046747e-05
MOD021KM.A2013017.1140.061.2017294141240.hdf,28,1,1.0162291800046747e-05
MOD021KM.A2010327.1155.061.2017256151617.hdf,68,20,0.00020324583600093494
MOD021KM.A2010305.1055.061.2017256104131.hdf,2,2,2.0324583600093494e-05
MOD021KM.A2009202.0800.061.2017303184721.hdf,1,3,3.048687540014024e-05
MOD021KM.A2013284.1255.061.2017304061255.hdf,41,2,2.0324583600093494e-05
MOD021KM.A2010084.1320.061.2017253160927.hdf,52,20,0.00020324583600093494
MOD021KM.A2008347.0705.061.2017257095733.hdf,111,801,0.008139995731837444
MOD021KM.A2011302.2000.061.2017327062427.hdf,102,20,0.00020324583600093494
MOD021KM.A2013284.1940.061.2017304055355.hdf,18,2,2.0324583600093494e-05
MOD021KM.A2014306.1355.061.2017314193853.hdf,87,20,0.00020324583600093494
MOD021KM.A2015192.1155.061.2017321064524.hdf,9,2,2.0324583600093494e-05
MOD021KM.A2008347.1530.061.2017257101056.hdf,11,2,2.0324583600093494e-05
MOD021KM.A2011203.1410.061.2017325070017.hdf,63,36,0.0003658425048016829
MOD021KM.A2006262.0115.061.2017196030129.hdf,0,1664,0.016910053555277787
MOD021KM.A2007158.2115.061.2017248163857.hdf,0,1664,0.016910053555277787
MOD021KM.A2014306.1405.061.2017314194309.hdf,109,40,0.0004064916720018699
MOD021KM.A2015204.0350.061.2017321182420.hdf,11,2,2.0324583600093494e-05
MOD021KM.A2013038.0720.061.2017295062312.hdf,16,175,0.0017784010650081807
MOD021KM.A2011327.1450.061.2017328023353.hdf,20,2,2.0324583600093494e-05
MOD021KM.A2012165.1225.061.2017334040431.hdf,0,4,4.064916720018699e-05
MOD021KM.A2011203.2030.061.2017325071453.hdf,0,189,0.001920673150208835
MOD021KM.A2006262.0625.061.2017196025958.hdf,0,1664,0.016910053555277787
MOD021KM.A2015183.1210.061.2017321060109.hdf,5,1,1.0162291800046747e-05
MOD021KM.A2010084.0620.061.2017253161028.hdf,74,1,1.0162291800046747e-05
MOD021KM.A2005305.1115.061.2017191004945.hdf,1,20,0.00020324583600093494
MOD021KM.A2010084.2305.061.2017253160018.hdf,87,24,0.00024389500320112193
MOD021KM.A2015034.2310.061.2017318222939.hdf,97,21,0.00021340812780098168
MOD021KM.A2012139.1145.061.2017333072059.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2007158.0635.061.2017246072454.hdf,0,1664,0.016910053555277787
MOD021KM.A2010069.1835.061.2017254124844.hdf,0,72,0.0007316850096033658
MOD021KM.A2015034.0150.061.2017318222758.hdf,51,3,3.048687540014024e-05
MOD021KM.A2013182.0540.061.2017299074315.hdf,30,1,1.0162291800046747e-05
MOD021KM.A2015183.2305.061.2017321060500.hdf,102,2,2.0324583600093494e-05
MOD021KM.A2010069.2030.061.2017254124308.hdf,129,1078,0.010954950560450392
MOD021KM.A2011302.1755.061.2017327062804.hdf,0,20,0.00020324583600093494
MOD021KM.A2013017.0700.061.2017294142120.hdf,118,1,1.0162291800046747e-05
MOD021KM.A2008112.1155.061.2017255220935.hdf,0,1664,0.016910053555277787
MOD021KM.A2013182.1510.061.2017299074721.hdf,52,1,1.0162291800046747e-05
