filename,patch_no,inval_pixels,fraction_invalid
MOD021KM.A2004304.0650.061.2017203023515.hdf,2,1,1.0162291800046747e-05
MOD021KM.A2005363.2135.061.2017260234014.hdf,0,100,0.0010162291800046746
MOD021KM.A2006361.1700.061.2017200170624.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.0655.061.2017203023044.hdf,0,1,1.0162291800046747e-05
MOD021KM.A2003046.0105.061.2017187193923.hdf,76,60,0.0006097375080028048
MOD021KM.A2006361.1750.061.2017200165006.hdf,0,1744,0.017723036899281525
MOD021KM.A2004065.1555.061.2017199020843.hdf,10,2,2.0324583600093494e-05
MOD021KM.A2006361.1755.061.2017200165240.hdf,0,1724,0.017519791063280592
MOD021KM.A2004304.0705.061.2017203023641.hdf,53,610,0.006198997998028515
MOD021KM.A2004065.1600.061.2017199020758.hdf,47,1,1.0162291800046747e-05
MOD021KM.A2005363.2150.061.2017260234107.hdf,55,64,0.0006503866752029918
MOD021KM.A2003046.0115.061.2017187192514.hdf,12,1001,0.010172454091846793
MOD021KM.A2006361.1800.061.2017200165548.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.0710.061.2017203023817.hdf,0,72,0.0007316850096033658
MOD021KM.A2004065.1725.061.2017199020946.hdf,35,180,0.0018292125240084143
MOD021KM.A2006361.1805.061.2017200165116.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.0715.061.2017203023536.hdf,0,60,0.0006097375080028048
MOD021KM.A2005363.2310.061.2017260234212.hdf,81,100,0.0010162291800046746
MOD021KM.A2006361.1810.061.2017200170011.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.0725.061.2017203023402.hdf,16,7640,0.07763990935235715
MOD021KM.A2005363.2315.061.2017260234035.hdf,20,20,0.00020324583600093494
MOD021KM.A2003046.0250.061.2017187193837.hdf,14,3,3.048687540014024e-05
MOD021KM.A2006361.1815.061.2017200170758.hdf,0,1664,0.016910053555277787
MOD021KM.A2004065.1740.061.2017199021442.hdf,5,8,8.129833440037398e-05
MOD021KM.A2003046.0255.061.2017187194006.hdf,17,24,0.00024389500320112193
MOD021KM.A2006361.1820.061.2017200170459.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.0835.061.2017203023323.hdf,5,3,3.048687540014024e-05
MOD021KM.A2006361.1825.061.2017200170346.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.0840.061.2017203023336.hdf,2,1,1.0162291800046747e-05
MOD021KM.A2004065.1755.061.2017199021502.hdf,70,60,0.0006097375080028048
MOD021KM.A2006361.1830.061.2017200165537.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.0845.061.2017203022755.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2004065.1800.061.2017199021550.hdf,0,40,0.0004064916720018699
MOD021KM.A2006008.0040.061.2017261003652.hdf,80,1,1.0162291800046747e-05
MOD021KM.A2006361.1835.061.2017200165146.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.0850.061.2017203022937.hdf,0,80,0.0008129833440037398
MOD021KM.A2004065.1805.061.2017199021246.hdf,0,40,0.0004064916720018699
MOD021KM.A2003046.0430.061.2017187193938.hdf,37,1589,0.01614788167027428
MOD021KM.A2006361.1840.061.2017200165228.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1010.061.2017203023317.hdf,66,2,2.0324583600093494e-05
MOD021KM.A2004065.1855.061.2017199021405.hdf,32,20,0.00020324583600093494
MOD021KM.A2006361.1930.061.2017200165050.hdf,0,1610,0.016361289798075263
MOD021KM.A2004304.1015.061.2017203023446.hdf,11,3,3.048687540014024e-05
MOD021KM.A2004065.1900.061.2017199021524.hdf,0,40,0.0004064916720018699
MOD021KM.A2006008.0100.061.2017261003552.hdf,80,2,2.0324583600093494e-05
MOD021KM.A2003046.0450.061.2017187193854.hdf,58,100,0.0010162291800046746
MOD021KM.A2006361.1935.061.2017200165143.hdf,0,1703,0.01730638293547961
MOD021KM.A2004304.1020.061.2017203023725.hdf,119,80,0.0008129833440037398
MOD021KM.A2004065.1905.061.2017199020747.hdf,139,15360,0.15609280204871803
MOD021KM.A2003046.0455.061.2017187193909.hdf,0,40,0.0004064916720018699
MOD021KM.A2006361.1940.061.2017200165221.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1025.061.2017203022854.hdf,0,40,0.0004064916720018699
MOD021KM.A2003046.0550.061.2017187194140.hdf,56,1,1.0162291800046747e-05
MOD021KM.A2006361.1945.061.2017200165232.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1030.061.2017203022847.hdf,0,20,0.00020324583600093494
MOD021KM.A2004065.1925.061.2017199021554.hdf,92,1,1.0162291800046747e-05
MOD021KM.A2006008.0235.061.2017261003625.hdf,96,1,1.0162291800046747e-05
MOD021KM.A2003046.0600.061.2017187194107.hdf,41,3,3.048687540014024e-05
MOD021KM.A2006361.1950.061.2017200170212.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1150.061.2017203022925.hdf,92,1,1.0162291800046747e-05
MOD021KM.A2004065.1930.061.2017199021613.hdf,1,2,2.0324583600093494e-05
MOD021KM.A2006008.0240.061.2017261003554.hdf,107,5,5.0811459000233734e-05
MOD021KM.A2006361.1955.061.2017200170435.hdf,0,1664,0.016910053555277787
MOD021KM.A2006361.2000.061.2017200170011.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1200.061.2017203023913.hdf,31,20,0.00020324583600093494
MOD021KM.A2004065.1940.061.2017199021740.hdf,0,40,0.0004064916720018699
MOD021KM.A2003046.0625.061.2017187194046.hdf,50,40,0.0004064916720018699
MOD021KM.A2006361.2005.061.2017200170557.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1205.061.2017203023034.hdf,0,60,0.0006097375080028048
MOD021KM.A2004065.2045.061.2017199021238.hdf,70,80,0.0008129833440037398
MOD021KM.A2003046.0630.061.2017187194128.hdf,0,20,0.00020324583600093494
MOD021KM.A2006361.2010.061.2017200170219.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1335.061.2017203024008.hdf,89,2,2.0324583600093494e-05
MOD021KM.A2004065.2050.061.2017199021018.hdf,0,90,0.0009146062620042072
MOD021KM.A2003046.0635.061.2017187194102.hdf,0,40,0.0004064916720018699
MOD021KM.A2006361.2015.061.2017200165123.hdf,0,1536,0.015609280204871803
MOD021KM.A2004304.1340.061.2017203023122.hdf,4,2,2.0324583600093494e-05
MOD021KM.A2003046.0735.061.2017187192753.hdf,7,2,2.0324583600093494e-05
MOD021KM.A2006361.2110.061.2017200165118.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1345.061.2017203022954.hdf,0,5,5.0811459000233734e-05
MOD021KM.A2003046.0740.061.2017187192914.hdf,6,1,1.0162291800046747e-05
MOD021KM.A2006361.2115.061.2017200165907.hdf,0,1664,0.016910053555277787
MOD021KM.A2004065.2215.061.2017199022518.hdf,31,40,0.0004064916720018699
MOD021KM.A2006008.0610.061.2017261003946.hdf,90,40,0.0004064916720018699
MOD021KM.A2003046.0745.061.2017187192820.hdf,13,3,3.048687540014024e-05
MOD021KM.A2006361.2120.061.2017200165156.hdf,0,1664,0.016910053555277787
MOD021KM.A2006008.0715.061.2017261003912.hdf,4,2,2.0324583600093494e-05
MOD021KM.A2003046.0750.061.2017187215709.hdf,5,2,2.0324583600093494e-05
MOD021KM.A2006361.2125.061.2017200171052.hdf,0,1773,0.01801774336148288
MOD021KM.A2004304.1510.061.2017203023734.hdf,19,1,1.0162291800046747e-05
MOD021KM.A2006008.0725.061.2017261003726.hdf,19,2,2.0324583600093494e-05
MOD021KM.A2003046.0755.061.2017187220858.hdf,17,2,2.0324583600093494e-05
MOD021KM.A2006361.2130.061.2017200170026.hdf,0,1684,0.01711329939127872
MOD021KM.A2004304.1515.061.2017203023632.hdf,121,2,2.0324583600093494e-05
MOD021KM.A2004069.0045.061.2017199031111.hdf,13,40,0.0004064916720018699
MOD021KM.A2006361.2135.061.2017200170331.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1520.061.2017203023233.hdf,33,137,0.0013922339766064044
MOD021KM.A2004069.0050.061.2017199031439.hdf,0,95,0.0009654177210044409
MOD021KM.A2006008.0735.061.2017261003621.hdf,22,3,3.048687540014024e-05
MOD021KM.A2006361.2140.061.2017200170557.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1645.061.2017203023706.hdf,41,1,1.0162291800046747e-05
MOD021KM.A2003046.0925.061.2017187215939.hdf,0,2,2.0324583600093494e-05
MOD021KM.A2006361.2145.061.2017200170321.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1650.061.2017203023056.hdf,24,1,1.0162291800046747e-05
MOD021KM.A2006008.0900.061.2017261003713.hdf,43,80,0.0008129833440037398
MOD021KM.A2003046.0930.061.2017187215815.hdf,48,20,0.00020324583600093494
MOD021KM.A2006361.2150.061.2017200170730.hdf,0,1664,0.016910053555277787
MOD021KM.A2003046.0935.061.2017187215131.hdf,0,80,0.0008129833440037398
MOD021KM.A2006361.2155.061.2017200171143.hdf,0,1536,0.015609280204871803
MOD021KM.A2004069.0220.061.2017199031405.hdf,3,1,1.0162291800046747e-05
MOD021KM.A2006008.0910.061.2017261004016.hdf,0,3,3.048687540014024e-05
MOD021KM.A2003046.0940.061.2017187220332.hdf,0,40,0.0004064916720018699
MOD021KM.A2006361.2250.061.2017200165039.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1830.061.2017203023912.hdf,71,1,1.0162291800046747e-05
MOD021KM.A2006008.0915.061.2017261003953.hdf,88,310,0.0031503104580144913
MOD021KM.A2004069.0225.061.2017199031045.hdf,57,5,5.0811459000233734e-05
MOD021KM.A2003046.1100.061.2017187215834.hdf,44,1,1.0162291800046747e-05
MOD021KM.A2006361.2255.061.2017200165052.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1835.061.2017203023810.hdf,44,40,0.0004064916720018699
MOD021KM.A2003046.1105.061.2017187220645.hdf,54,2646,0.026889424102923692
MOD021KM.A2006361.2300.061.2017200170128.hdf,0,1702,0.017296220643679562
MOD021KM.A2004304.1840.061.2017203024131.hdf,0,40,0.0004064916720018699
MOD021KM.A2006008.1030.061.2017261003737.hdf,0,2,2.0324583600093494e-05
MOD021KM.A2006361.2305.061.2017200165818.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1845.061.2017203023555.hdf,0,60,0.0006097375080028048
MOD021KM.A2004069.0400.061.2017199031120.hdf,3,1,1.0162291800046747e-05
MOD021KM.A2006008.1045.061.2017261003709.hdf,24,1,1.0162291800046747e-05
MOD021KM.A2003046.1115.061.2017187220307.hdf,65,60,0.0006097375080028048
MOD021KM.A2006361.2310.061.2017200165743.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1950.061.2017203023438.hdf,0,20,0.00020324583600093494
MOD021KM.A2004069.0405.061.2017199031346.hdf,6,2,2.0324583600093494e-05
MOD021KM.A2003046.1120.061.2017187215757.hdf,30,80,0.0008129833440037398
MOD021KM.A2006361.2315.061.2017200170125.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.1955.061.2017203024050.hdf,0,52,0.0005284391736024308
MOD021KM.A2006008.1055.061.2017261003827.hdf,57,20,0.00020324583600093494
MOD021KM.A2003046.1245.061.2017187220012.hdf,69,36,0.0003658425048016829
MOD021KM.A2006361.2320.061.2017200170330.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.2000.061.2017203022732.hdf,16,2,2.0324583600093494e-05
MOD021KM.A2004069.0540.061.2017199031640.hdf,16,1,1.0162291800046747e-05
MOD021KM.A2006008.1100.061.2017261003834.hdf,0,60,0.0006097375080028048
MOD021KM.A2003046.1250.061.2017187215159.hdf,1,20,0.00020324583600093494
MOD021KM.A2006361.2325.061.2017200170502.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.2005.061.2017203023732.hdf,0,5,5.0811459000233734e-05
MOD021KM.A2006361.2330.061.2017200170700.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.0700.061.2017199031239.hdf,84,1,1.0162291800046747e-05
MOD021KM.A2006008.1235.061.2017261003934.hdf,75,37,0.0003760047966017296
MOD021KM.A2003046.1420.061.2017187192809.hdf,46,2,2.0324583600093494e-05
MOD021KM.A2006361.2335.061.2017200170027.hdf,0,1664,0.016910053555277787
MOD021KM.A2006008.1350.061.2017261003914.hdf,102,40,0.0004064916720018699
MOD021KM.A2003046.1425.061.2017187193018.hdf,40,2,2.0324583600093494e-05
MOD021KM.A2007005.0000.061.2017246005404.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.2020.061.2017203023310.hdf,92,1,1.0162291800046747e-05
MOD021KM.A2003046.1430.061.2017187192928.hdf,54,2,2.0324583600093494e-05
MOD021KM.A2007005.0005.061.2017246005451.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.2135.061.2017203023633.hdf,116,40,0.0004064916720018699
MOD021KM.A2004069.0715.061.2017199031659.hdf,10,2,2.0324583600093494e-05
MOD021KM.A2003046.1435.061.2017187193050.hdf,31,1,1.0162291800046747e-05
MOD021KM.A2006008.1415.061.2017261003903.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2007005.0010.061.2017246005830.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.2140.061.2017203023539.hdf,103,1,1.0162291800046747e-05
MOD021KM.A2004069.0720.061.2017199031709.hdf,0,60,0.0006097375080028048
MOD021KM.A2003046.1555.061.2017187192900.hdf,25,3,3.048687540014024e-05
MOD021KM.A2007005.0015.061.2017246010514.hdf,0,1664,0.016910053555277787
MOD021KM.A2003046.1600.061.2017187193055.hdf,8,1,1.0162291800046747e-05
MOD021KM.A2007005.0020.061.2017246010514.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.2155.061.2017203024050.hdf,2,5167,0.05250856173084154
MOD021KM.A2003046.1605.061.2017187192609.hdf,0,60,0.0006097375080028048
MOD021KM.A2006008.1545.061.2017261003948.hdf,60,1,1.0162291800046747e-05
MOD021KM.A2007005.0025.061.2017246010427.hdf,0,1664,0.016910053555277787
MOD021KM.A2006008.1550.061.2017261003923.hdf,0,20,0.00020324583600093494
MOD021KM.A2007005.0115.061.2017246005740.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.2330.061.2017203024039.hdf,22,93,0.0009450931374043474
MOD021KM.A2003046.1720.061.2017187193931.hdf,0,159,0.0016158043962074327
MOD021KM.A2006008.1555.061.2017261003803.hdf,0,40,0.0004064916720018699
MOD021KM.A2007005.0120.061.2017246005443.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.0855.061.2017199031842.hdf,1,5,5.0811459000233734e-05
MOD021KM.A2006008.1715.061.2017261004048.hdf,46,1,1.0162291800046747e-05
MOD021KM.A2007005.0125.061.2017246005417.hdf,0,1664,0.016910053555277787
MOD021KM.A2004304.2340.061.2017203023720.hdf,18,1,1.0162291800046747e-05
MOD021KM.A2004069.0900.061.2017199031727.hdf,1,4,4.064916720018699e-05
MOD021KM.A2007005.0130.061.2017246005348.hdf,0,1664,0.016910053555277787
MOD021KM.A2006008.1850.061.2017261003954.hdf,29,3,3.048687540014024e-05
MOD021KM.A2007005.0135.061.2017246005704.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0025.061.2017203081035.hdf,70,124,0.0012601241832057965
MOD021KM.A2006008.1910.061.2017261003835.hdf,60,3,3.048687540014024e-05
MOD021KM.A2007005.0140.061.2017246005405.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0030.061.2017203080313.hdf,0,40,0.0004064916720018699
MOD021KM.A2006008.1915.061.2017261004154.hdf,50,52,0.0005284391736024308
MOD021KM.A2007005.0145.061.2017246005933.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0035.061.2017203080609.hdf,32,27,0.00027438187860126214
MOD021KM.A2004069.1035.061.2017199031354.hdf,8,2,2.0324583600093494e-05
MOD021KM.A2006008.2025.061.2017261004038.hdf,0,161,0.0016361289798075263
MOD021KM.A2007005.0150.061.2017246005836.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1040.061.2017199031553.hdf,27,2,2.0324583600093494e-05
MOD021KM.A2003046.1935.061.2017187192700.hdf,31,80,0.0008129833440037398
MOD021KM.A2007005.0155.061.2017246010504.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0200.061.2017203080523.hdf,66,12,0.00012194750160056096
MOD021KM.A2004069.1045.061.2017199031925.hdf,91,60,0.0006097375080028048
MOD021KM.A2003046.2050.061.2017187193109.hdf,136,3,3.048687540014024e-05
MOD021KM.A2007005.0200.061.2017246010511.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0205.061.2017203080443.hdf,0,40,0.0004064916720018699
MOD021KM.A2004069.1050.061.2017199031513.hdf,1,40,0.0004064916720018699
MOD021KM.A2003046.2055.061.2017187193010.hdf,31,2,2.0324583600093494e-05
MOD021KM.A2006008.2050.061.2017261004116.hdf,7,2,2.0324583600093494e-05
MOD021KM.A2007005.0205.061.2017246010441.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0210.061.2017203080649.hdf,32,2,2.0324583600093494e-05
MOD021KM.A2004069.1055.061.2017199031321.hdf,0,40,0.0004064916720018699
MOD021KM.A2003046.2100.061.2017187192559.hdf,40,98,0.0009959045964045813
MOD021KM.A2007005.0255.061.2017246005825.hdf,0,1536,0.015609280204871803
MOD021KM.A2004311.0215.061.2017203081230.hdf,3,788,0.008007885938436836
MOD021KM.A2004069.1215.061.2017199031641.hdf,15,1,1.0162291800046747e-05
MOD021KM.A2003046.2105.061.2017187192637.hdf,32,1,1.0162291800046747e-05
MOD021KM.A2007005.0300.061.2017246005407.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0335.061.2017203081104.hdf,38,3,3.048687540014024e-05
MOD021KM.A2004069.1220.061.2017199031640.hdf,10,16,0.00016259666880074795
MOD021KM.A2003046.2110.061.2017187192556.hdf,114,60,0.0006097375080028048
MOD021KM.A2006008.2235.061.2017261004139.hdf,29,20,0.00020324583600093494
MOD021KM.A2007005.0305.061.2017246005425.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1230.061.2017199031733.hdf,68,16,0.00016259666880074795
MOD021KM.A2006008.2250.061.2017261004033.hdf,43,1,1.0162291800046747e-05
MOD021KM.A2007005.0310.061.2017246005403.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1355.061.2017199031747.hdf,100,496,0.005040496732823186
MOD021KM.A2003046.2240.061.2017187193057.hdf,35,85,0.0008637948030039734
MOD021KM.A2006011.0000.061.2017260224547.hdf,88,16,0.00016259666880074795
MOD021KM.A2007005.0315.061.2017246005442.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1400.061.2017199031944.hdf,7,3,3.048687540014024e-05
MOD021KM.A2003114.0025.061.2017193204301.hdf,64,60,0.0006097375080028048
MOD021KM.A2006011.0005.061.2017260224429.hdf,0,20,0.00020324583600093494
MOD021KM.A2007005.0320.061.2017246005400.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1405.061.2017199031807.hdf,0,40,0.0004064916720018699
MOD021KM.A2007005.0325.061.2017246005412.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1530.061.2017199031903.hdf,18,2,2.0324583600093494e-05
MOD021KM.A2003114.0045.061.2017193205422.hdf,100,1,1.0162291800046747e-05
MOD021KM.A2006011.0130.061.2017260224447.hdf,120,1,1.0162291800046747e-05
MOD021KM.A2007005.0330.061.2017246005853.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0555.061.2017203080550.hdf,79,43,0.0004369785474020101
MOD021KM.A2004069.1535.061.2017199032138.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2007005.0335.061.2017246005814.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0650.061.2017203080848.hdf,43,2,2.0324583600093494e-05
MOD021KM.A2003114.0055.061.2017193205311.hdf,13,3,3.048687540014024e-05
MOD021KM.A2006011.0300.061.2017260224638.hdf,36,1,1.0162291800046747e-05
MOD021KM.A2007005.0340.061.2017246005918.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1545.061.2017199032022.hdf,78,7,7.113604260032723e-05
MOD021KM.A2003114.0210.061.2017193204921.hdf,51,17,0.0001727589606007947
MOD021KM.A2007005.0345.061.2017246005748.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0710.061.2017203080800.hdf,77,3,3.048687540014024e-05
MOD021KM.A2004069.1705.061.2017199032258.hdf,23,3,3.048687540014024e-05
MOD021KM.A2006011.0310.061.2017260224404.hdf,58,15,0.0001524343770007012
MOD021KM.A2007005.0435.061.2017246005617.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0715.061.2017203081119.hdf,9,1,1.0162291800046747e-05
MOD021KM.A2004069.1710.061.2017199032432.hdf,30,1,1.0162291800046747e-05
MOD021KM.A2003114.0220.061.2017193204920.hdf,59,37,0.0003760047966017296
MOD021KM.A2006011.0335.061.2017260224628.hdf,6,160,0.0016259666880074795
MOD021KM.A2007005.0440.061.2017246005442.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0825.061.2017203081233.hdf,47,60,0.0006097375080028048
MOD021KM.A2004069.1715.061.2017199031822.hdf,79,194,0.001971484609209069
MOD021KM.A2003114.0225.061.2017193205520.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2007005.0445.061.2017246005429.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0830.061.2017203080606.hdf,0,72,0.0007316850096033658
MOD021KM.A2006011.0440.061.2017260224615.hdf,35,1,1.0162291800046747e-05
MOD021KM.A2007005.0450.061.2017246005449.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0835.061.2017203081205.hdf,0,40,0.0004064916720018699
MOD021KM.A2003114.0350.061.2017193205405.hdf,14,1,1.0162291800046747e-05
MOD021KM.A2007005.0455.061.2017246005424.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1830.061.2017199033953.hdf,30,40,0.0004064916720018699
MOD021KM.A2003114.0355.061.2017193204538.hdf,46,1,1.0162291800046747e-05
MOD021KM.A2007005.0500.061.2017246005554.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0845.061.2017203081427.hdf,2,2,2.0324583600093494e-05
MOD021KM.A2004069.1835.061.2017199034038.hdf,0,60,0.0006097375080028048
MOD021KM.A2003114.0400.061.2017193205232.hdf,0,5,5.0811459000233734e-05
MOD021KM.A2006011.0605.061.2017260224614.hdf,11,1,1.0162291800046747e-05
MOD021KM.A2007005.0505.061.2017246005428.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0850.061.2017203080745.hdf,28,2,2.0324583600093494e-05
MOD021KM.A2004069.1840.061.2017199032334.hdf,0,40,0.0004064916720018699
MOD021KM.A2007005.0510.061.2017246005952.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1845.061.2017199031716.hdf,0,40,0.0004064916720018699
MOD021KM.A2007005.0515.061.2017246010520.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.0915.061.2017203081250.hdf,0,136,0.0013820716848063576
MOD021KM.A2003114.0530.061.2017193205317.hdf,5,2,2.0324583600093494e-05
MOD021KM.A2006011.0630.061.2017260224630.hdf,63,2,2.0324583600093494e-05
MOD021KM.A2007005.0520.061.2017246010510.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.1010.061.2017203081158.hdf,127,1,1.0162291800046747e-05
MOD021KM.A2003114.0535.061.2017193204936.hdf,16,3,3.048687540014024e-05
MOD021KM.A2007005.0615.061.2017246005432.hdf,0,1664,0.016910053555277787
MOD021KM.A2006011.0640.061.2017260224436.hdf,131,60,0.0006097375080028048
MOD021KM.A2007005.0620.061.2017246005424.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1910.061.2017199031858.hdf,80,60,0.0006097375080028048
MOD021KM.A2004311.1020.061.2017203080615.hdf,24,1,1.0162291800046747e-05
MOD021KM.A2003114.0545.061.2017193205611.hdf,7,1,1.0162291800046747e-05
MOD021KM.A2006011.0645.061.2017260224809.hdf,0,80,0.0008129833440037398
MOD021KM.A2007005.0625.061.2017246005425.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.1915.061.2017199031628.hdf,11,60,0.0006097375080028048
MOD021KM.A2004311.1025.061.2017203080932.hdf,23,1,1.0162291800046747e-05
MOD021KM.A2006011.0650.061.2017260224613.hdf,0,20,0.00020324583600093494
MOD021KM.A2007005.0630.061.2017246005502.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.2010.061.2017199031944.hdf,2,20,0.00020324583600093494
MOD021KM.A2004311.1035.061.2017203081831.hdf,20,48,0.00048779000640224385
MOD021KM.A2003114.0600.061.2017193205202.hdf,80,20,0.00020324583600093494
MOD021KM.A2007005.0635.061.2017246005505.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.2015.061.2017199032006.hdf,6,40,0.0004064916720018699
MOD021KM.A2004311.1155.061.2017203081656.hdf,92,1,1.0162291800046747e-05
MOD021KM.A2003114.0705.061.2017193205201.hdf,27,1,1.0162291800046747e-05
MOD021KM.A2006011.0800.061.2017260224453.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2007005.0640.061.2017246005654.hdf,0,1664,0.016910053555277787
MOD021KM.A2006011.0805.061.2017260225004.hdf,4,1,1.0162291800046747e-05
MOD021KM.A2007005.0645.061.2017246010014.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.1205.061.2017203080738.hdf,28,40,0.0004064916720018699
MOD021KM.A2003114.0715.061.2017193205055.hdf,3,7491,0.07612572787415017
MOD021KM.A2006011.0810.061.2017260224904.hdf,7,65,0.0006605489670030386
MOD021KM.A2007005.0650.061.2017246010501.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.2050.061.2017199031906.hdf,90,80,0.0008129833440037398
MOD021KM.A2004311.1210.061.2017203080946.hdf,0,40,0.0004064916720018699
MOD021KM.A2003114.0720.061.2017193205315.hdf,2,46,0.00046746542280215036
MOD021KM.A2006011.0925.061.2017260224701.hdf,10,1,1.0162291800046747e-05
MOD021KM.A2007005.0655.061.2017246010523.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.2150.061.2017199032041.hdf,8,80,0.0008129833440037398
MOD021KM.A2006011.0930.061.2017260224935.hdf,12,2,2.0324583600093494e-05
MOD021KM.A2007005.0700.061.2017246010502.hdf,0,1664,0.016910053555277787
MOD021KM.A2004311.1325.061.2017203080845.hdf,41,40,0.0004064916720018699
MOD021KM.A2003114.0730.061.2017193205210.hdf,14,60,0.0006097375080028048
MOD021KM.A2007005.0755.061.2017246005508.hdf,0,1664,0.016910053555277787
MOD021KM.A2003114.0735.061.2017193205637.hdf,19,1,1.0162291800046747e-05
MOD021KM.A2006011.0940.061.2017260224833.hdf,10,2,2.0324583600093494e-05
MOD021KM.A2007005.0800.061.2017246010025.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.2220.061.2017199032439.hdf,81,172,0.0017479141896080404
MOD021KM.A2004311.1345.061.2017203081018.hdf,2,1,1.0162291800046747e-05
MOD021KM.A2006011.0945.061.2017260224726.hdf,14,1,1.0162291800046747e-05
MOD021KM.A2003114.0840.061.2017193205018.hdf,43,72,0.0007316850096033658
MOD021KM.A2007005.0805.061.2017246010030.hdf,0,1664,0.016910053555277787
MOD021KM.A2004069.2225.061.2017199032332.hdf,0,40,0.0004064916720018699
MOD021KM.A2004311.1350.061.2017203080658.hdf,47,20,0.00020324583600093494
MOD021KM.A2003114.0845.061.2017193205556.hdf,69,1,1.0162291800046747e-05
MOD021KM.A2007005.0810.061.2017246010019.hdf,0,1670,0.016971027306078065
MOD021KM.A2004069.2230.061.2017199033953.hdf,0,20,0.00020324583600093494
MOD021KM.A2006011.1115.061.2017260225036.hdf,111,7,7.113604260032723e-05
